,OBJECTID,PROVINCIA,DISTRITO,CORREGIMIENTO,CANTIDAD,HOSPITALIZADO,AISLAMIENTO_DOMICILIARIO,FALLECIDO,UCI,RECUPERADO,LONG,LAT,GlobalID
538,539,PANAMÁ OESTE,CHAME,CABUYA,6.0,0.0,5.0,0.0,0.0,1.0,614901.96648603,948634.067732329,f521447a-01b2-44ad-ae83-c348ca1b9787
539,540,PANAMÁ OESTE,CHAME,CHAME (CABECERA),56.0,5.0,18.0,0.0,0.0,33.0,626423.446186671,949057.008856984,039d29d2-501d-48fb-a60e-162ac5b74344
540,541,PANAMÁ OESTE,CHAME,CHICA,,,,,,,616374.950404992,958804.454001958,e3a32da5-2009-4638-befc-89bc64449ba7
541,542,PANAMÁ OESTE,CHAME,EL LIBANO,,,,,,,631016.080286117,951825.522167403,73f879fb-ee22-4ae8-bea0-27420bcdf444
542,543,PANAMÁ OESTE,CHAME,LAS LAJAS,9.0,1.0,6.0,0.0,0.0,2.0,619692.761030305,944575.341255509,8d8f6d2c-cdf9-4c0e-ae3c-88de8c14e15e
543,544,PANAMÁ OESTE,CHAME,NUEVA GORGONA,13.0,0.0,1.0,0.0,0.0,12.0,623474.645064233,946197.796297892,81d11016-73a1-4dd4-a641-0b582ea5bb99
544,545,PANAMÁ OESTE,CHAME,PUNTA CHAME,3.0,0.0,0.0,0.0,0.0,3.0,636137.176552081,951155.966447852,1608a77b-7ed1-4d82-9cc0-0386100d7c5a
545,546,PANAMÁ OESTE,CHAME,SAJALICES,9.0,0.0,5.0,0.0,0.0,4.0,623596.694566331,958444.857824478,239dab20-9882-4371-86d4-b5401aa4f708
546,547,PANAMÁ OESTE,CHAME,SORA,7.0,0.0,6.0,1.0,0.0,0.0,608940.320792989,956831.288922032,58b46ea6-2679-4ab9-b7dc-5f4bd6aa6873
547,548,PANAMÁ OESTE,LA CHORRERA,AMADOR,23.0,0.0,6.0,1.0,0.0,16.0,622259.761741135,1005673.42440189,70b4b70c-7cbc-4cb5-bac6-599006e602f7
548,549,PANAMÁ OESTE,LA CHORRERA,AROSEMENA,9.0,0.0,6.0,0.0,0.0,3.0,614633.25414928,990164.772528145,872c09d5-a09a-4548-a61d-b0c0a03958ea
549,550,PANAMÁ OESTE,LA CHORRERA,BARRIO BALBOA,445.0,6.0,212.0,7.0,1.0,219.0,632946.738490042,981655.08163631,f3e3898c-ac60-4d87-bfd2-02d6c9783224
550,551,PANAMÁ OESTE,LA CHORRERA,BARRIO COLÓN,673.0,13.0,306.0,13.0,1.0,340.0,635797.197416753,983385.33634096,94a388cc-08fe-4fa6-b280-1a4dbab9ef08
551,552,PANAMÁ OESTE,LA CHORRERA,EL ARADO,80.0,3.0,33.0,2.0,0.0,42.0,633964.816068281,993986.508998399,cb18a4ea-69f7-4d86-ad50-76c8791ace20
552,553,PANAMÁ OESTE,LA CHORRERA,EL COCO,343.0,2.0,149.0,8.0,2.0,182.0,629346.767689552,982172.614151417,49762a14-2b21-41e8-82a0-be1f424797a3
553,554,PANAMÁ OESTE,LA CHORRERA,FEUILLET,61.0,0.0,21.0,1.0,0.0,39.0,624384.198641478,977131.497524119,83ee4043-fe2d-4bf4-ab27-bb82f764c322
554,555,PANAMÁ OESTE,LA CHORRERA,GUADALUPE,751.0,5.0,302.0,11.0,0.0,433.0,628934.692222263,979101.497153479,530d7608-37e6-4170-a007-83ca4a7db65a
555,556,PANAMÁ OESTE,LA CHORRERA,HERRERA,458.0,1.0,189.0,2.0,0.0,266.0,627454.909265981,989096.389683745,60c93f95-494e-40df-9d0f-28449b52e374
556,557,PANAMÁ OESTE,LA CHORRERA,HURTADO,6.0,0.0,5.0,0.0,0.0,1.0,621949.900167145,985102.884446697,a99e789d-8dc8-4456-b3b5-76cb6d57d634
557,558,PANAMÁ OESTE,LA CHORRERA,ITURRALDE,7.0,0.0,5.0,0.0,0.0,2.0,617617.328611663,994974.478375061,b9db2472-016b-49b5-8f47-143ca3e0b5e3
558,559,PANAMÁ OESTE,LA CHORRERA,LA REPRESA,4.0,0.0,1.0,0.0,0.0,3.0,630288.789946196,997084.576464781,1d89a57c-9a9d-4938-b071-43fa6ffc05e9
559,560,PANAMÁ OESTE,LA CHORRERA,LOS DÍAZ,15.0,0.0,3.0,0.0,0.0,12.0,618491.743062966,977994.844094847,ec809165-4397-441f-a4b8-772a30372b0f
560,561,PANAMÁ OESTE,LA CHORRERA,MENDOZA,32.0,0.0,11.0,1.0,0.0,20.0,625876.17941711,999678.415934393,4fe68a20-ede0-4339-8697-18e8a0503dbc
561,562,PANAMÁ OESTE,LA CHORRERA,OBALDÍA,6.0,0.0,1.0,0.0,0.0,5.0,614255.279787766,982210.606909307,aafe7cf0-8ad1-437c-adab-b9a453a86388
562,563,PANAMÁ OESTE,LA CHORRERA,PLAYA LEONA,425.0,6.0,175.0,4.0,0.0,240.0,633136.452238857,975484.831435199,a423c0ff-eee2-47e4-bbf1-41ef00accb08
563,564,PANAMÁ OESTE,LA CHORRERA,PUERTO CAIMITO,788.0,9.0,354.0,5.0,2.0,418.0,638820.136151617,981171.238327856,ca61084b-5552-460e-a4f3-634e5b0e3c02
564,565,PANAMÁ OESTE,LA CHORRERA,SANTA RITA,19.0,0.0,8.0,1.0,0.0,10.0,620747.534300522,981314.207373936,77d95654-e9c6-48f8-9458-500812183901
565,566,PANAMÁ OESTE,SAN CARLOS,EL ESPINO,10.0,0.0,7.0,0.0,0.0,3.0,607447.756610711,940859.711148771,41984846-5520-4c17-a272-a1d904f050a2
566,567,PANAMÁ OESTE,SAN CARLOS,EL HIGO,9.0,0.0,2.0,0.0,0.0,7.0,605709.676643814,936000.969890764,e6f8c2c2-32d1-483c-b60c-3076bf1bbbca
567,568,PANAMÁ OESTE,SAN CARLOS,GUAYABITO,2.0,0.0,2.0,0.0,0.0,0.0,610030.853690081,944788.553688952,fd97a98b-53cc-47ce-8dac-1e0242eb5d2d
568,569,PANAMÁ OESTE,SAN CARLOS,LA ERMITA,4.0,0.0,2.0,0.0,0.0,2.0,602164.831108822,936810.101825236,be79acbc-7bc2-44c5-9495-f32e417f46fc
569,570,PANAMÁ OESTE,SAN CARLOS,LA LAGUNA,3.0,0.0,1.0,0.0,0.0,2.0,605288.150030181,951599.458034053,04bb9a91-28af-4856-8a37-bd3367c8f44b
570,571,PANAMÁ OESTE,SAN CARLOS,LAS UVAS,,,,,,,610704.732790721,936175.155520601,a9b82c68-40c4-47ea-9bd6-9e8657fba68f
571,572,PANAMÁ OESTE,SAN CARLOS,LOS LLANITOS,6.0,0.0,5.0,0.0,0.0,1.0,601352.361444528,947787.523519079,d49e88d3-ae8a-4ce7-ba9e-e865adb60e78
572,573,PANAMÁ OESTE,SAN CARLOS,SAN CARLOS (CABECERA),29.0,3.0,19.0,0.0,0.0,7.0,614203.377858494,938863.933150328,c310f757-cf73-4bb5-9457-295099119ee7
573,574,PANAMÁ OESTE,SAN CARLOS,SAN JOSE,5.0,0.0,3.0,1.0,0.0,1.0,616406.834829352,943390.709513276,4249ae88-6d81-48d1-a349-109b15aae935
574,575,VERAGUAS,ATALAYA,ATALAYA (CABECERA),100.0,0.0,36.0,0.0,1.0,63.0,507584.973831855,888295.299469502,859dc3a9-92d9-47e1-8072-309a7531e712
575,576,VERAGUAS,ATALAYA,EL BARRITO,3.0,0.0,2.0,0.0,0.0,1.0,506459.113673362,882276.401168206,b9719acb-09d9-415a-99d7-6baa17b10312
576,577,VERAGUAS,ATALAYA,LA CARRILLO,1.0,0.0,0.0,0.0,0.0,1.0,511231.778917287,882820.425543102,86506d15-53a9-4c63-91ef-1af07da49b09
577,578,VERAGUAS,ATALAYA,LA MONTAÑUELA,,,,,,,514510.231804607,887037.743037223,84346420-5a0b-419a-853c-347296d15508
578,579,VERAGUAS,ATALAYA,SAN ANTONIO,70.0,0.0,39.0,0.0,1.0,30.0,510691.055988073,892165.518908018,48ce8682-c702-4fd1-8891-6b3e49d30712
579,580,VERAGUAS,CALOBRE,BARNIZAL,,,,,,,525472.292356579,929402.028206146,1bde36f3-b032-4c86-a205-d90f65d0581d
580,581,VERAGUAS,CALOBRE,CALOBRE (CABECERA),8.0,0.0,1.0,0.0,0.0,7.0,519423.933425653,917273.900779867,dc0057fd-b63f-4933-b981-18926e960653
581,582,VERAGUAS,CALOBRE,CHITRA,,,,,,,511305.621170203,941631.140192983,b374b7d2-89cf-48fe-b7f1-5a9ba8f52205
582,583,VERAGUAS,CALOBRE,EL COCLA,,,,,,,510864.167927308,920911.556233944,9d89d7d8-af86-4c72-8ec5-70f268ce3c20
583,584,VERAGUAS,CALOBRE,EL POTRERO,1.0,0.0,1.0,0.0,0.0,0.0,521169.138411846,926848.591928825,1018d10a-6b73-473f-aad0-a172546a0531
584,585,VERAGUAS,CALOBRE,LA LAGUNA,,,,,,,527484.089724116,921264.797226721,728f59dc-3d56-4db6-99d8-2652e3267597
585,586,VERAGUAS,CALOBRE,LA RAYA DE CALOBRE,,,,,,,520813.188749073,909209.155374618,5bcd3b35-ad63-49ac-a34a-e1a1326aa8ee
586,587,VERAGUAS,CALOBRE,LA TETILLA,,,,,,,513739.398332778,912630.223984211,ebb9b7b3-d48f-4dfc-a6f8-ec793e63fcaf
587,588,VERAGUAS,CALOBRE,LA YEGUADA,1.0,0.0,1.0,0.0,0.0,0.0,514973.347833323,934389.247066665,f89c3491-bb4e-4433-932d-ef667f1e6334
588,589,VERAGUAS,CALOBRE,LAS GUIAS,,,,,,,526723.52898678,910665.319757856,1907fa25-c473-467a-b741-fa0725813dc0
589,590,VERAGUAS,CALOBRE,MONJARAS,,,,,,,515691.984479301,926480.781335583,2a0c84e7-bf70-470b-8d33-86cdef5e0ddc
590,591,VERAGUAS,CALOBRE,SAN JOSE,9.0,0.0,0.0,0.0,0.0,9.0,523025.747607081,935087.880505007,1a8aded5-92c1-4cc1-8273-56f48c3e2817
591,592,VERAGUAS,CAÑAZAS,CAÑAZAS (CABECERA),51.0,1.0,43.0,1.0,1.0,5.0,475492.658642544,919313.425811583,58838edd-fb87-4588-9ac4-865db99dedba
592,593,VERAGUAS,CAÑAZAS,CERRO PLATA,,,,,,,460911.219593603,915925.565631918,540744f2-3d26-452f-9038-8be3a721611e
593,594,VERAGUAS,CAÑAZAS,EL AROMILLO,,,,,,,483476.27902561,923722.075568669,1803dc7e-0fec-4ff7-8fe8-295a916be6e4
594,595,VERAGUAS,CAÑAZAS,EL PICADOR,,,,,,,467998.842510747,930986.579472547,498463e3-b123-46f2-9811-2c4747db7247
595,596,VERAGUAS,CAÑAZAS,LAS CRUCES,,,,,,,465557.658119827,922532.201509718,4185cdd5-4526-47f0-81a0-f8f0fae2ec4f
596,597,VERAGUAS,CAÑAZAS,LOS VALLES,,,,,,,477150.329636758,931494.592706775,248e7dee-6de7-4835-ab37-44860280aae5
597,598,VERAGUAS,CAÑAZAS,SAN JOSE,11.0,0.0,11.0,0.0,0.0,0.0,453310.379151133,925150.434866001,8d7c837d-3593-460f-a1ee-e3793be5a4f2
598,599,VERAGUAS,CAÑAZAS,SAN MARCELO,3.0,0.0,1.0,0.0,0.0,2.0,482906.699850219,914894.868136314,2ab61972-55ed-4470-a349-0098b2778073
599,600,VERAGUAS,LA MESA,BISVALLES,,,,,,,475451.206675923,907889.469282796,dfa1b901-6a7e-491a-8767-d77c1baa9eae
600,601,VERAGUAS,LA MESA,BORO,3.0,0.0,3.0,0.0,0.0,0.0,466189.931683724,902755.668798349,a6b1cd46-a23d-47cf-ad95-73f4d2ba63ae
601,602,VERAGUAS,LA MESA,EL HIGO,8.0,0.0,8.0,0.0,0.0,0.0,461757.459664578,908784.480364945,ddbe466a-2aa7-405a-874a-9c6643be812b
602,603,VERAGUAS,LA MESA,LA MESA (CABECERA),48.0,0.0,22.0,2.0,0.0,24.0,479319.960911627,900256.235112179,f79b19f9-471b-4c05-98e6-20c66dccfadf
603,604,VERAGUAS,LA MESA,LLANO GRANDE,1.0,0.0,1.0,0.0,0.0,0.0,484425.216922961,894289.955192628,8cbf2769-4b70-4331-aa38-63c862a5a32f
604,605,VERAGUAS,LA MESA,LOS MILAGROS,5.0,1.0,2.0,0.0,0.0,2.0,487664.917507627,901898.015355772,31c41602-99fd-4f85-88e9-0a2b2b84802f
605,606,VERAGUAS,LA MESA,SAN BARTOLO,6.0,0.0,5.0,0.0,1.0,0.0,468824.195074807,908980.643379808,1884dc10-d12c-46eb-9033-68409283965f
606,607,VERAGUAS,LAS PALMAS,CERRO DE CASA,,,,,,,436881.890503817,897515.35225279,6294b901-0314-4cff-a6e2-577b505a3e72
607,608,VERAGUAS,LAS PALMAS,COROZAL,1.0,0.0,0.0,0.0,0.0,1.0,454032.629740882,892720.618505821,9e6147ea-e49b-44b2-9e0a-549743005fbf
608,609,VERAGUAS,LAS PALMAS,EL MARÍA,,,,,,,449461.263999093,884267.917318786,b4940c6d-7cf8-4394-8490-1023a9c98603
609,610,VERAGUAS,LAS PALMAS,EL PRADO,1.0,0.0,0.0,0.0,0.0,1.0,446322.580732179,909311.594375049,273c7709-b728-4ede-9a6c-3976c96dc432
610,611,VERAGUAS,LAS PALMAS,EL RINCÓN,,,,,,,454438.795168549,908784.585005619,1746a936-b5ce-41f5-9e2a-fb0171a468eb
611,612,VERAGUAS,LAS PALMAS,LAS PALMAS (CABECERA),11.0,0.0,2.0,1.0,0.0,8.0,449606.896832432,899159.390274559,e77a69e0-a5c6-4b0b-9ef0-0eb8488dd3a8
612,613,VERAGUAS,LAS PALMAS,LOLÁ,,,,,,,445989.448428939,894290.066887176,6fd36db7-8f7d-4cb4-82cd-fec00ee13764
613,614,VERAGUAS,LAS PALMAS,MANUEL E. AMADOR TERRERO,,,,,,,453398.828150993,902094.23168723,c9c6b7ab-551a-4ac7-8f44-5c74d3c20e77
614,615,VERAGUAS,LAS PALMAS,PIXVAE,7.0,0.0,7.0,0.0,0.0,0.0,436141.3598714,871265.624335312,a30c1cdc-a1db-479a-b300-465dec65a8d0
615,616,VERAGUAS,LAS PALMAS,PUERTO VIDAL,,,,,,,434237.42147758,887768.760220125,0d576edf-2c2f-4976-a7b4-46d44d75f917
616,617,VERAGUAS,LAS PALMAS,SAN MARTÍN DE PORRES,8.0,1.0,7.0,0.0,0.0,0.0,440895.107145052,906338.252364407,6a67e75a-306f-4f69-bfda-0c968840a77e
617,618,VERAGUAS,LAS PALMAS,VIGUÍ,1.0,0.0,0.0,0.0,0.0,1.0,444917.99981047,921654.03194611,3f4d3786-9ac0-495e-a206-2419187c9b1f
618,619,VERAGUAS,LAS PALMAS,ZAPOTILLO,,,,,,,441051.231322797,880833.821919078,43791da4-e916-4c16-bd7d-425c533a9396
619,620,VERAGUAS,MARIATO,ARENAS,,,,,,,525111.447388123,814657.083199026,bfef5ca4-f51d-4429-884f-7881388f50e2
620,621,VERAGUAS,MARIATO,EL CACAO,,,,,,,523876.75670505,804144.130039499,b1a20f5b-b865-47ff-9c3f-506ff4c20fa0
621,622,VERAGUAS,MARIATO,LLANO DE CATIVAL O MARIATO (CABECERA),20.0,0.0,4.0,0.0,0.0,16.0,508641.40462594,841473.451890065,3bc289b2-44c0-4a6e-86a8-c02e2a6c7282
622,623,VERAGUAS,MARIATO,QUEBRO,1.0,0.0,1.0,0.0,0.0,0.0,519261.369354023,827297.413628631,0fe5534e-a54c-4d94-a320-d0504bfa729d
623,624,VERAGUAS,MARIATO,TEBARIO,5.0,0.0,0.0,0.0,0.0,5.0,503537.506564481,852888.637179973,9dd1fcaa-c503-4510-8460-edcde07e5be0
624,625,VERAGUAS,MONTIJO,CÉBACO,,,,,,,484640.921737985,834361.553810127,b7828e10-3843-4f9e-9df6-cce2506ecce6
625,626,VERAGUAS,MONTIJO,COSTA HERMOSA,5.0,0.0,0.0,0.0,0.0,5.0,493509.264988843,877393.113172307,bdb71d17-1786-439c-850e-26e48dc78050
626,627,VERAGUAS,MONTIJO,GOBERNADORA,,,,,,,417169.012427965,825178.676630351,220dd264-81c8-48d5-8034-0ca765c6e297
627,628,VERAGUAS,MONTIJO,LA GARCEANA,,,,,,,496330.46153502,875941.4135505,d3cec4e3-d627-4875-bc0a-9f4d363479ed
628,629,VERAGUAS,MONTIJO,LEONES,11.0,0.0,11.0,0.0,0.0,0.0,487000.660906627,856295.558025913,6a57bf98-ff0f-4769-9d85-0101c757eb5a
629,630,VERAGUAS,MONTIJO,MONTIJO (CABECERA),33.0,0.0,16.0,0.0,0.0,17.0,494680.048986918,883443.694251442,b6659ecc-94f4-4bbf-abd6-530e8a12e98a
630,631,VERAGUAS,MONTIJO,PILÓN,20.0,2.0,13.0,1.0,0.0,4.0,489805.336904836,880148.475464382,9599de67-9974-408c-8392-067b76d32587
631,632,VERAGUAS,MONTIJO,UNIÓN DEL NORTE,,,,,,,491501.296996548,886930.027963915,1a65ba14-91c2-4293-aaeb-95396d40b55c
632,633,VERAGUAS,RÍO DE JESÚS,CATORCE DE NOVIEMBRE,,,,,,,487661.65755244,877292.777459082,d6b64380-f8cd-4aca-bfb5-b199e948e354
633,634,VERAGUAS,RÍO DE JESÚS,LAS HUACAS,,,,,,,483096.79641756,872015.102775633,539582f3-40a6-4f14-86c7-de7df667f793
634,635,VERAGUAS,RÍO DE JESÚS,LOS CASTILLOS,4.0,0.0,4.0,0.0,0.0,0.0,487466.725691248,887520.390089207,7cda58b4-0d29-4437-ac08-a36d6cf205de
635,636,VERAGUAS,RÍO DE JESÚS,RÍO DE JESÚS,10.0,2.0,1.0,0.0,0.0,7.0,481833.968077183,883971.871702423,b77c0859-263e-4113-b8c1-3f1e6e53a4c6
636,637,VERAGUAS,RÍO DE JESÚS,UTIRA,,,,,,,476217.941770358,881094.696624237,3ab36ae2-d54e-4d7e-9eec-7d0ccd5cd880
637,638,VERAGUAS,SAN FRANCISCO,CORRAL FALSO,,,,,,,512817.840216347,908119.272589649,4b8e7d80-74f3-43a4-b044-7f6e6c3d9cf3
638,639,VERAGUAS,SAN FRANCISCO,LOS HATILLOS,,,,,,,503783.784559922,921563.487251496,4e338613-6838-415d-b996-4a952821b07c
639,640,VERAGUAS,SAN FRANCISCO,REMANCE,3.0,0.0,2.0,0.0,0.0,1.0,491499.541311955,915539.360345953,1b6d2409-56fa-41e4-87d0-caaef58a485d
640,641,VERAGUAS,SAN FRANCISCO,SAN FRANCISCO (CABECERA),108.0,2.0,89.0,2.0,0.0,15.0,502827.029899624,911049.930631632,96375234-7f80-4cde-8230-f4bc866de0ff
641,642,VERAGUAS,SAN FRANCISCO,SAN JOSÉ,,,,,,,493549.476591006,924366.405844708,c1658df1-3c9e-4bfe-8fc9-11326f12a055
642,643,VERAGUAS,SAN FRANCISCO,SAN JUAN,4.0,0.0,2.0,0.0,0.0,2.0,496269.140826019,917199.375611278,191232a4-db1b-4d90-adfd-5e904f601de7
643,644,VERAGUAS,SANTA FE,EL ALTO,,,,,,,496916.845169846,944614.639561521,8967477b-ebf5-425e-b973-bc0a3229b11c
644,645,VERAGUAS,SANTA FE,EL CUAY,,,,,,,487954.287491242,933160.033132163,2a60e307-2a91-4241-af63-1211ff5112ed
645,646,VERAGUAS,SANTA FE,EL PANTANO,,,,,,,492023.766733348,947713.105937903,750fcf8d-8da0-4938-9225-69584d215f37
646,647,VERAGUAS,SANTA FE,GATÚ O GATUCITO,2.0,0.0,2.0,0.0,0.0,0.0,504513.302847312,944469.996026496,4b71b2a0-6b8f-4f19-9d52-d363fe4a8445
647,648,VERAGUAS,SANTA FE,RÍO LUIS,1.0,1.0,0.0,0.0,0.0,0.0,483611.701163773,956133.057575697,2d4464ef-8704-4aea-a6f3-b7fb91e8375d
648,649,VERAGUAS,SANTA FE,RUBÉN CANTÚ,1.0,0.0,1.0,0.0,0.0,0.0,502465.011385864,934236.691872517,8fb1c917-4060-40dc-be59-f621f54c1250
649,650,VERAGUAS,SANTA FE,SANTA CATALINA O CALOVÉBORA,,,,,,,507075.976251955,963362.75854616,89bb359a-f07e-4aac-8e12-2ad56ae087da
650,651,VERAGUAS,SANTA FE,SANTA FE (CABECERA),11.0,0.0,5.0,0.0,1.0,5.0,490561.392562925,939037.376597452,65010ab9-b0cb-46e1-bd48-385726eb7bed
651,652,VERAGUAS,SANTIAGO,CANTO DEL LLANO,150.0,1.0,61.0,0.0,0.0,88.0,504982.846095509,903691.164520958,22bddc5f-0eb5-4bc8-be7c-fc37317b4952
652,653,VERAGUAS,SANTIAGO,CARLOS SANTANA ÁVILA,36.0,1.0,22.0,1.0,1.0,11.0,517832.948210372,895482.198389362,ca572e87-477b-4dbd-8126-1e666f2c722d
653,654,VERAGUAS,SANTIAGO,EDWIN FÁBREGA,30.0,0.0,17.0,0.0,0.0,13.0,498121.871415013,890032.483124105,2dccdf44-68ba-4480-9d7c-3db835686f5f
654,655,VERAGUAS,SANTIAGO,LA COLORADA,24.0,0.0,14.0,0.0,0.0,10.0,501236.148613912,883427.474571863,c13a6f84-3f01-4030-a542-21f5ef385b88
655,656,VERAGUAS,SANTIAGO,LA PEÑA,51.0,1.0,19.0,0.0,1.0,30.0,492955.639022185,905230.909663259,e3046d70-d0ab-45ed-9623-666c5002c202
656,657,VERAGUAS,SANTIAGO,LA RAYA DE SANTA MARTA,8.0,0.0,7.0,0.0,0.0,1.0,520832.855578942,900876.126389711,e51c889b-ce46-4d99-9d08-9896843ea495
657,658,VERAGUAS,SANTIAGO,LOS ALGARROBOS,78.0,0.0,41.0,1.0,0.0,36.0,494406.174647601,894299.26393834,829e7a4f-9ccf-4194-be9f-d2850495f0a1
658,659,VERAGUAS,SANTIAGO,NUEVO SANTIAGO,91.0,0.0,43.0,0.0,2.0,46.0,507526.139954106,895665.070570816,85df270b-507c-4f7f-a4ca-a35108b44c9f
659,660,VERAGUAS,SANTIAGO,PONUGA,29.0,0.0,16.0,0.0,0.0,13.0,500778.423400383,872859.911338957,51b07e4a-b37b-4b96-8f8c-3f820e281a90
660,661,VERAGUAS,SANTIAGO,RODRIGO LUQUE,124.0,1.0,38.0,0.0,0.0,85.0,500893.47041904,900228.125731396,3872d306-43bb-4115-a273-97992a74a0e9
661,662,VERAGUAS,SANTIAGO,SAN MARTÍN,202.0,3.0,64.0,5.0,2.0,128.0,505164.196899696,896983.222361118,c4e44189-95dc-4eb7-b23f-fa1a795763c3
662,663,VERAGUAS,SANTIAGO,SAN PEDRO DEL ESPINO,18.0,0.0,6.0,0.0,0.0,12.0,491429.888334253,899460.996595535,7ddbb844-d1d2-4044-82fb-69215c80746e
663,664,VERAGUAS,SANTIAGO,SANTIAGO (CABECERA),680.0,7.0,139.0,6.0,2.0,526.0,502881.458561601,893381.738293643,6b6040ee-c85d-406a-8fe1-dc8332d23b66
664,665,VERAGUAS,SANTIAGO,SANTIAGO ESTE,7.0,0.0,7.0,0.0,0.0,0.0,528657.225810276,901943.042548837,da2b9132-32cf-489a-a475-c1eae3200d32
665,666,VERAGUAS,SANTIAGO,SANTIAGO SUR,,,,,,,498328.580341157,861537.073119754,234d5ab1-394e-4588-9d32-7e57f9afb90e
666,667,VERAGUAS,SANTIAGO,URRACÁ,4.0,0.0,2.0,0.0,0.0,2.0,511198.905957317,901445.963470404,0fdeee4b-a148-4c4c-99e6-8ec039046aed
667,668,VERAGUAS,SONÁ,BAHÍA HONDA,34.0,1.0,32.0,0.0,0.0,1.0,445120.242554843,859112.052357994,9e5490e4-4aa1-46b6-8df2-9bb42af4f959
668,669,VERAGUAS,SONÁ,CALIDONIA,1.0,0.0,1.0,0.0,0.0,0.0,451862.470324025,874564.298622385,0a48a609-f3b1-48ba-b292-f6472c20fcbe
669,670,VERAGUAS,SONÁ,CATIVÉ,,,,,,,455645.573314399,868081.062389627,cc45f709-fb45-41af-af30-97f298082872
670,671,VERAGUAS,SONÁ,EL MARAÑÓN,3.0,0.0,0.0,1.0,0.0,2.0,471982.362911192,886143.855892059,9277282b-e301-4f85-ba39-f85c9f56756f
671,672,VERAGUAS,SONÁ,GUARUMAL,2.0,0.0,1.0,0.0,0.0,1.0,475116.545829877,864739.905437491,f697b7fc-9c5d-4e53-bd3b-0ed02a8a54da
672,673,VERAGUAS,SONÁ,HICACO,1.0,0.0,0.0,1.0,0.0,0.0,473038.84672597,848099.881073146,4c8478ec-5fd4-46c0-b75e-5911aaed7ac7
673,674,VERAGUAS,SONÁ,LA SOLEDAD,6.0,0.0,1.0,0.0,0.0,5.0,467697.218150031,872768.064347896,c9e775b1-ca1d-4f9e-85df-57922d86a25a
674,675,VERAGUAS,SONÁ,LA TRINCHERA,3.0,0.0,0.0,0.0,0.0,3.0,465109.679170953,860405.074830531,9a774390-707a-4b25-a540-48e01b61b045
675,676,VERAGUAS,SONÁ,QUEBRADA DE ORO,,,,,,,459206.145996388,888140.508840578,e2f3baff-fbbf-4fc4-80f3-aa86ce75fef2
676,677,VERAGUAS,SONÁ,RÍO GRANDE,5.0,0.0,4.0,0.0,0.0,1.0,461779.093586163,852480.954422754,756a570a-3c8b-41eb-89fd-e4297e3b914b
677,678,VERAGUAS,SONÁ,RODEO VIEJO,2.0,0.0,0.0,0.0,0.0,2.0,464968.959922107,894369.252909634,6a2bfe74-9ff9-483f-a64c-74e863ae4b45
678,679,VERAGUAS,SONÁ,SONÁ (CABECERA),97.0,1.0,36.0,5.0,0.0,55.0,463899.18232972,881435.229890648,0a4bc29f-3fbb-4c87-af4c-1300f426f043
